abbr	len	ambiguous	raw	marked	unmarked	ctx1	ctx2	ctx3
desider.	8		6	0	6	lg. 33.</ls> In der Grammatik Bezeichnung {%einer desider.-Bildung%} <ls>AV. PRĀT. 3,18.</ls> <ls n="AV. PRĀ	0. 61.</ls> {#sanantAnna sanizyate#} {%nach einem desider. gilt kein desider.- Suffix%} <ls>P. 3,1,7</ls>, <	tAnna sanizyate#} {%nach einem desider. gilt kein desider.- Suffix%} <ls>P. 3,1,7</ls>, <is>Kār.</is> {#citA
engl.	5		6	0	6	/ls> zu Gebote standen, haben {#kAcilindi#} . Die engl. Uebersetzung in der Calc. Ausg.: {%soft as the do	 <ls>LALIT. Calc. 4,8. 15. 17. 20. 6,19.</ls> Die engl. Uebers.: {%of auspicious homes and persons%}; <ls	erhavia procumbens Roxb.%}, ein lästiges Unkraut, engl. {%hogweed%}, <ls>AK. 2,4,5,14.</ls> <ls>TRIK. 3,3
folgend.	8		6	0	6	s>MED. <is>avy</is>. 39.</ls> <div n="2">— b) mit folgend. instr. {%auf, über%}, nur in der Verbindung {#aDi	} <ls>R. 6,96,13.</ls> <ls>SĀH. D. 76,8.</ls> mit folgend. acc.: {#a\nta\rA daMpa^tI#} <ls>ṚV. 10,162,4.</ls	vi#} und {#divi/#}; du. {#dyA/vA, dya/vI#} in der folgend. Stelle: {#pra vA\M mahi\ dyavI^ (= dyotamAne#} <l
franz.	6		6	0	6	4) <is>Pala</is> = (1/400) <is>Tulā</is> = 11,375 franz. Gramme <ls>COLEBR. Alg. 2.</ls> <ls>BURN. Intr. 2	vergleichen das auf {%trans%} zurückgehende <lang>franz.</lang> {%tres%} und {%über%} in {%übergross%} <ab	</ls> <div n="1">— 9) {%nach, gemäss, zu Folge%}, franz. {%selon%}; mit dem acc.: {#prati\ vara^m#} <ls>ṚV
herausg.	8		6	0	6	 die <is>Prātiśākhya</is> anschliesst. Vor Kurzem herausg. von <ls>PERTSCH.</ls> <LEND>  <L>12045<pc>1-0971<	 Unterkönige eines Theiles von <is>Bengalen</is>, herausg. von <ls>W. PERTSCH.</ls> <LEND>  <L>20311<pc>2-05	eten) <is>Caitanya</is>, Titel eines Schauspiels, herausg. in der <ls>Bibl. Ind. No. 47. 48. 80.</ls> <LEND>
intransit.	10		6	0	6	rache {#daDAra, daDre; Darizyati#} (häufig in der intransit. Bed. des pass.), {#˚te; DartA#} <ls>BHĀG. P. 2,7,	ehmen%} <ls>Verz. d. Oxf. H. 73,a,4.</ls> auch in intransit. Bed. (= {#avataraRa)#} {%das sich-Hinablassen, Hi	,1,39.</ls> <div n="p">— {#upa#} act. und med. in intransit., act. in transit. <ab n="?">Bed.</ab> <ls>P. 1,3,
nom. pr.	8		6	0	6	taH#} <ls>HIT. I,48.</ls> In Verbindung mit einem nom. pr. {#kAmaDenuM vasizWo 'sO yadA na tyajate muniH . t	<lex>n.</lex> {%der Teich der%} <is>Apsaras</is> (nom. pr.) <ls>ŚĀK. 126.</ls> <ls n="ŚĀK.">111,3.</ls> <LEN	,2,23.</ls> {#manas#} <ls>ŚĀK. 21.</ls> vor einem nom. pr. <ls>ŚĀK. 80,23.</ls> Bei den Buddhisten erhält fa
nomin.	6		6	0	6	} in dieser Verbindung für eine Ableitung eines denomin. von {#patnI#} anzusehen und demzufolge die Formen	>prahvaRa {#prahvaRa#}¦, lies (von {#prahvay#}, denomin. von {#prahva#}) <lex>n.</lex> {%demüthiges Vernei	k2>rasA/yya {#rasA/yya#}¦ (von {#rasAy#}, einem denomin. von {#rasa#}) <lex>adj.</lex> {%saftig, schmackha
pron. rel.	10		6	0	6	. 732.</ls> <ls>VET. 3,4.</ls> In Correl. mit dem pron. rel.: {#kiM nu#} (so ist zu lesen mit <ls>MBH. 1,5909.	</ls> <div n="1">— 2) {%der%}, in Correl. mit dem pron. rel.: {#hiMsArataSca yo nityaM nehAsO suKameDate#} <ls	>  <L>80803<pc>6-0004<k1>yaka<k2>yaka/ {#yaka/#}¦ pron. rel. so v. a. 1. {#ya#}. {#citra\ idrAjA^ rAja\kA ida^
spiel.	6		6	0	6	te brahmacaryameva tadaraSca ha vE RyaScArRavO#} (spiel. Etym.) {#brahmaloke tftIyasyAmito divi#} <ls>CHĀN	te brahmacaryameva tadaraSca ha vE RyaScArRavO#} (spiel. Etym.) {#brahmaloke#} u.s.w. <ls>CHĀND. UP. 8,5,3	H puruzanAya ityevaM tadapa Acakzate 'SanAyeti#} (spiel. Etym.) <ls>CHĀND. UP. 6,8,3.</ls> <LEND>  <L>6892
unbest.	7		6	0	6	e\vatA^#} <ls>TS. 4,4,10,1.</ls> {#ArdrASlezA˚#} (unbest. ob Kürze oder Länge) <ls>SUŚR. 1,106,7.</ls> <ls>	Vgl. {#ekEka#} . <div n="1">— 4) zu einem blossen unbest. Art. sinkt {#eka#} erst in später Zeit herab, doc	iM vA dvayorapi#} <ls>PAÑCAT. 92,5.</ls> {%ein%} (unbest. Artikel): {#tasya (paramAsanasya) cEkatame deSe#}
vergl.	6		6	0	6	3. {#a#}¦ vor Consonanten und {#an#} vor Vocalen (vergl. jedoch {#afRin#}). Eine negirende Partikel, die w	ze Wortsippe <ls>AUFRECHT</ls> in Zeitschrift für vergl. Sprachf. II, Heft 4. <LEND>  <L>50<pc>1-0006<k1>a	amaDye#} <ls>DHŪRTAS. 71,3.</ls> Mit Weglass. des vergl. Theiles: {#kalitakamalA#} <ls>ŚRUT.</ls> (<ls>BR.
vorhergeh.	10		6	0	6	IX, N. 6. XXIV. XXXII.</ls> <div n="v">— Vgl. die vorhergeh. Ww. <LEND>  <L>5503<pc>1-0397<k1>ayutASva<k2>ayut	> <ls>LIA. I, Anh. IX.</ls> <div n="v">— Vgl. die vorhergeh. Ww. <LEND>  <L>5504<pc>1-0397<k1>ayudDa<k2>a/yudD	. an.</ls> <ls>MED.</ls> — Wohl in dieser und der vorhergeh. Bed. kann das Wort dem verglichenen Begriff sowoh
Ableitt.	8		5	0	5	a {#anusaMvatsara#}¦ (1. {#anu + saMvatsara#}) in Ableitt. werden beide Glieder verstärkt ({#AnuzAM˚#}) <is>	oqa {#anuhoqa#}¦ (1. {#anu + hoqa#}) verstärkt in Ableitt. beide Glieder ({#AnuhO˚#}) <is>gaṇa</is> {#anuSat	<k1>aBigama<k2>aBigama {#aBigama#}¦ (wie eben) in Ableitt. werden beide Glieder verstärkt ({#ABigA˚#}) <is>g
Adhy.	5		5	0	5	> <ls n="MBH. 1,">2250.</ls> Buch <ls n="MBH.">1, Adhy. 141-151</ls> führt den Titel {#jatugahaparvan#} .	n="HARIV.">5501.</ls> {#˚vaDaparvan#} <ls>MBH. 7, Adhy. 85 — 152.</ls> ein Sohn des <is>Vṛhanmanas</is> <	 Oxf. H. 54,b,21.</ls> {#˚gItA#} Bez. des 178sten Adhy. in <ls>MBH. 12.</ls> {#˚gIta#} <ls>Verz. d. Oxf. 
Commentatt.	11		5	0	5	#iqAtalasTa#} <ls n="MBH. 3,">14750.</ls> oft bei Commentatt. <div n="1">— 5) <is>Iḍā</is> {%die Labung und die	6.</ls> <ls>MED. ḍ. 2. 1. 4.</ls> und oft bei den Commentatt. Sie wird in den Opfersprüchen und in den <ls>BRĀH	j.</lex> ein Epith. <is>Indra's</is>, das von den Commentatt. auf {#fc#} und {#sama#} zurückgeführt wird und be
Du.	3	Y	5	0	5	nem Adverb erstarrte Ablativ {#A/t#} und der Gen. Du. {#ayo/s#} . Ueber die Bedeutung und die Betonung 	n. {#akzRa/s#}, Loc. {#akza/Ri#} oder {#akzRi/#}; Du. Gen. Loc. {#akzRo/s#}; Pl. Gen. {#akzRA/m#} <ls>P	kzi#}, <ab n="?">V.</ab> {#a/kzi#} und {#a/kze#}; Du. N. V. Acc. {#a/kziRI#}, Instr. D. Abl. {#a/kziByA
N. Pr.	6		5	0	5	#govindAnanda#}¦ ({#go˚ + Ananda#}) <lex>m.</lex> N. Pr. eines Scholiasten <ls>COLEBR. Misc. Ess. II,333. 	 GORR. 1,31,8.</ls> <div n="1">— 4) <lex>m.</lex> N. Pr. <ls>P. 4,2,130.</ls> pl. N. pr. eines Volkes <ls>	ls>JAṬĀDH.</ls> im <ls>ŚKDR.</ls> <div n="2">— b) N. Pr. der Gattin <is>Janamejaya's</is> <ls>MBH. 1,1809.
Zus.	4		5	0	5	sme BU^vanna\Bizwa^yaH#} <ls>ṚV. 10,22,12.</ls> — Zus. aus {#akuDri#} und {#aYc; kuDri#} ist auf ein {#k	s> mit der Bedeutung {#upalAdO#} allein da.</F> — Zus. aus {#akU#} und {#pAra#} {%Gränze, Ufer%}; {#akU#	la#}¦ <lex>m.</lex> {%Bulle%} <ls>HĀR. 79.</ls> — Zus. aus {#akza#} {%Achse%} und {#Dur#} {%Deichsel%}; 
a. St.	6		5	0	5	ls>VAIJ.</ls> bei <ls>WILSON</ls> in der n. zu d. a. St. Varr.: {#kaRaya#} <ls>H. ś. 150</ls> und <ls>DAŚA	— <ls>RATNĀV.</ls> bei <ls>TROYER</ls> zu d. eben a. St. {#˚nyAyena#} so v. a. {%auf ganz zufällige und un	137.</ls> {#DayA kanyA#} <ls>SIDDH. K.</ls> zu d. a. St. Am Ende eines comp. s. {#AsyaM˚, karaM˚, kUlaM˚, 
anom.	5		5	0	5	 <L>10304<pc>1-0813<k1>iyakz<k2>iyakz {#iyakz#}¦ (anom. desid. von {#yaj#}), {#i/yakzati#}; nur im praes.	 <L>10312<pc>1-0814<k1>iyasy<k2>iyasy {#iyasy#}¦ (anom. intens. von {#yas), iyasyate#} {%erschlaffen, hin	 <L>10314<pc>1-0814<k1>irajy<k2>irajy {#irajy#}¦ (anom. intens. von {#raj, rAj), irajya/ti#}, selten med.
ausgeh.	7		5	0	5	#}) <is>gaṇa</is> {#digAdi#}, Accent eines darauf ausgeh. comp. <is>gaṇa</is> {#vargyAdi#} . <div n="1"> 1)	IDDH. K. 248,b,5.</ls> Accent eines auf {#kARqa#} ausgeh. comp. <ls>P. 6,2,122.</ls> <ls n="P. 6,2,">126.</	n. 2,318.</ls> <ls>MED. m. 5.</ls> Ein auf {#as#} ausgeh. Wort bewahrt im comp. vor {#kAma#} das {#s#} <ls>
beim.	5		5	0	5	rugudyamana#} <ls>P. 3,3,36</ls>, <is>Vārtt</is>. beim. <ls>Sch.</ls> das Beispiel aus <ls>VS. 17,64.</ls	ls> Uebertr. {%von einer bestimmten Conjunction%} beim. {#grahayudDa#} {%Planetenkampf%} <ls>SŪRYAS. 7,18	LĀY. 2,187.</ls> <div n="1">— 2) vgl. {#kasKatI#} beim. <ls>Schol.</ls> zu <ls>H. 1037.</ls> <LEND>  <L>6
denomin.	8		5	0	5	I#} in dieser Verbindung für eine Ableitung eines denomin. von {#patnI#} anzusehen und demzufolge die Formen	k2>prahvaRa {#prahvaRa#}¦, lies (von {#prahvay#}, denomin. von {#prahva#}) <lex>n.</lex> {%demüthiges Vernei	a<k2>rasA/yya {#rasA/yya#}¦ (von {#rasAy#}, einem denomin. von {#rasa#}) <lex>adj.</lex> {%saftig, schmackha
eigentl.	8		5	0	5	 {#AprI/#}¦ (von {#prI#} mit {#A#}) <lex>f.</lex> eigentl. {%Gunstgewinnung, Beschwichtigung%}; pl. {%einneh	des Textes in {#A + Irire#} zerlegt wird, scheint eigentl. dem einfachen verbum anzugehören (s. — {#ni#}) un	oH#}). — In der ersten Bed. von {#karpawa#}, also eigentl. {%in Lumpen gehüllt.%} <LEND>  <L>16663<pc>2-0241
i. e.	5		5	0	5	chtig vermuthet ist, so v. a. {%cunni robigine%} (i. e. {%squalore) obsiti%}: {#yadDa\ prAcI\raja^ga\ntor	acAraH#} {%since it is that to which cognition%}, i. e., <is>Brahma</is>. {%is appropriated%} <ls>NĪLAK. 	,4.</ls> {%thou wast the divider of the two twins i. e. of day and night%} <ls>M. MÜLLER, Lect. II,511.</
infinit.	8		5	0	5	uSalaH#} <ls>AK. 2,10,23.</ls> <div n="3">— δ) im infinit.: {#vyAKyAtuM kuSalAH kecidgranTAnDArayituM pare#}	.</ls> {#a˚#} <ls>BHĀG. P. 1,9,12.</ls> mit einem infinit., der passivisch aufzufassen ist; daher auch der A	#apIpyat#} <ls>P. 7,4,4.</ls> <ls>VOP. 18,7.</ls> infinit. {#pA/yayitavE/#} <ls>ŚAT. BR. 2,3,2,8.</ls> {%trä
insb.	5		5	0	5	sa^H#} <lex>f.</lex> pl. {%die Thätigen%} heissen insb. <div n="1"> 1) {%die bei der Feuererzeugung und i	htes Metrum%} <ls>COLEBR. Misc. Ess. II,124.</ls> insb. eine Verbindung von <is>Indravajrā</is> mit <is>U	s>Cedi</is> {%gehörig; Fürst der%} <is>Cedi</is> (insb. <is>Śiśupāla</is>) <ls>TRIK. 2,8,22.</ls> <ls>ṚV.
log.	4		5	0	5	>R. 2,12,33.</ls> Diese Form haf sich nach der Analog. von {#kurvas#} und {#kurmas#} gebildet), {#kurva/	>H. an.</ls> gemeint? <div n="2">— m) {%eine astrolog. Eintheilung der Tage%}; es werden 11 <is>Karaṇa</	 den nachvedischen Schriften) <div n="1"> 1) mytholog. Name. Am Ende eines <lex>adj.</lex> comp. <lex>f.
ord.	4		5	0	5	rvAk#} <ls>AV. 5,11,6.</ls> bildet mit einem nom. ord. ein comp.: {#arvAgviMSezu#} ({%dem 20sten vorange	. 4,157.</ls> <ls>TROYER</ls> : {%les rochers du Nord.%} Davon {#uttarASmaka/ (caturzvarTezu)#} <is>gaṇa	krame#} <ls>MBH. 1,790.</ls> im comp. mit einem coord. Begriff {%Wasser mit — verbunden%}; der Acut auf 
recipr.	7		5	0	5	GH. 6,67.</ls> {#vyatyEtAm#} <ls>BHAṬṬ. 8,3</ls> (recipr. nach <ls>P. 1,3,15</ls>). {%über einen best. Zeit	atparikarzase mAm#} <ls n="MBH.">2,2235.</ls> mit recipr. Bed. <ls n="MBH.">4,764.</ls> <div n="1">— 2) {%a	tava#} <ls>MBH. 3,11937.</ls> — {#vyatigacCanti#} recipr. <ls>P. 1,3,15</ls>, <ls>Sch.</ls> <div n="p">— {#
reduplic.	9		5	0	5	/tra {#da/tra#}¦ (von 1. {#dA#} oder vielmehr der reduplic. Form {#dad#}; also etymol. richtiger {#dattra#}) 	 <L>31826<pc>3-0502<k1>dad<k2>dad<h>1 1. {#dad#}¦ reduplic. Nebenform von 1. {#dA#}; s. dass. <LEND>  <L>3182	D<k2>daD {#daD#}¦, {#da/Date#} {%halten; geben%}; reduplic. Nebenform von {#DA#} <ls>DHĀTUP. 2,7.</ls> — inte
unregelm.	9		5	0	5	MScaturaH#} <ls>MBH. 1,4236.</ls> {#vivyAsEkaM#} (unregelm. redupl., als wenn {#vyas#} die Wurzel wäre) {#cat	 {#yeBi^H sapi\tvaM pi\taro^ na\ Asa^n#} ist eine unregelm. Schreibung und zu 1. {#aS#} zu ziehen; man vgl. o	<k1>okivaMs<k2>okiva/Ms {#okiva/Ms#}¦ scheint ein unregelm. partic. perf. act. von {#uc#} zu sein, etwa {%an 
vollst.	7		5	0	5	) <lex>f.</lex> {%Mondschein der Wahrheit%}, oder vollst. {#sAMKyatattva˚#} Titel eines Commentars zu der <	htung der Wahrheit%}, Titel eines astron. Werkes; vollst. {#sidDAntatattva˚#} <ls>COLEBR. Misc. Ess. II,324	,1.</ls> <ls>TBR. 1,5,9,2.</ls> {#dIkzaRIyA#} f., vollst. {#dIkzaRIyezwi#} {%Weihefeier%} <ls>H. 823.</ls> 
Astron.	7		4	0	4	ls>STENZLER</ls> zu d. St. <div n="1">— 3) in der Astron. Bez. <div n="2"> a) {%des 4ten und 8ten Hauses%} 	>H. an.</ls> <ls>MED.</ls> <div n="1">— 3) in der Astron. {%das Maass des von der Sonne beleuchteten Theile	 <ls n="MBH.">2,2867.</ls> <div n="1">— 9) in der Astron. {%fixiren, den Stand eines Gestirns bestimmen%}: 
Geom.	5		4	0	4	ls> <ls>RAGH. 9,54.</ls> <ls>ṚT. 6,1.</ls> In der Geom. {%die Sehne%} <ls>COLEBR. Alg. 89.</ls> <div n="3	3,414.</ls> <ls>H. 776.</ls> <ls>MED.</ls> in der Geom. {%die Sehne%} <ls>COLEBR. Alg. 89.</ls> {%der Sin	yA#}) <lex>f.</lex> {%Bogensehne; Sehne%} (in der Geom.) <ls>COLEBR. Alg. 89.</ls> <div n="v">— Vgl. {#jy
Padap.	6		4	0	4	n="Ind. St.">2,280.</ls> {#Apya^H#} liest <ls>SV. Padap. II,7,3,21,3</ls> statt des richtigen {#apya^H#} i	tatt des richtigen {#apya^H#} in <ls>ṚV.</ls> <is>Padap.</is> <LEND>  <L>8806<pc>1-0662<k1>Apya<k2>Apya/<h	<ls>ṚV. 2,27,4.</ls> {#f\RA ca^ Df\zRuScA^yate#} (Padap.: {#cayate#}) <ls n="ṚV.">9,47,2.</ls> {#yo vE BAg
Part.	5		4	0	4	4259<pc>2-0903<k1>ca<k2>ca<h>1 1. {#ca#}¦ enklit. Part. <ls>ŚĀNT. 1,22.</ls> Die Personalpronomina ersche	<L>25548<pc>2-1025<k1>cid<k2>cid {#cid#}¦ enklit. Part. Im <is>Padap</is>. vom vorangehenden Worte getren	(<is>Padap</is>.: {#ca . it .#}) zusammengesetzte Part., welche niemals am Anfange eines Satzes oder Halb
Person.	7		4	0	4	 eines die Kinder bedrohenden Dämons (viell. eine Person. des {%Hustens%}) <ls>PĀR. GṚHY. 1,16.</ls> <LEND>	on von {#tava tava#}, gen. sg. des pron. der 2ten Person. <LEND>  <L>30616<pc>3-0401<k1>tottAyana<k2>tottAy	mythologischen System im engeren Sinne angehörige Person. <is>Dhātar</is> erscheint besonders in folgenden 
Präpp.	6		4	0	4	>VYUTP. 137. 141.</ls> — caus. {#glApayati#} (mit Präpp. nur dieses) und {#glapayati#} <ls>DHĀTUP. 19,68.<	<div n="p">— caus. {#vana/yati#} und {#vA˚#}, mit Präpp. nur {#va˚#} <ls>DHĀTUP. 19,68.</ls> <ls>AV. PRĀT.	 n="p">— caus. {#vAmayati#} und {#vamayati#} (mit Präpp. nur {#vamayati#}) <ls>DHĀTUP. 19,68.</ls> {%aussp
Ueberh.	7		4	0	4	terliegt, <ls>P. 5,4,57.</ls> <ls>VOP. 7,88.</ls> Ueberh. (ein Wort, einen Spruch u.s.w.) {%aussprechen, an	} <ls>MBH. 2,1925.</ls> <ls n="MBH.">4,1787.</ls> Ueberh. {%ertönen lassen%} (ein musik. Instr.): {#BeryaSc	a\tAM ya\jYiyA^mi\ha#} <ls n="ṚV.">10,101,9.</ls> Ueberh. {%was Ehrfurcht oder Staunen einflösst, hehr%}: {
Urspr.	6		4	0	4	2,29</ls>, <is>Vārtt</is>. 1. <ls>VOP. 7,78.</ls> Urspr. wohl nur {%Menge%}; vgl. {#kawaka#} <ls n="VOP.">	6,">46,7.</ls> {#mA\na\vIH#} <ls>AV. 3,24,3.</ls> Urspr. wohl den {%ager cultus%} (von 2. {#karz#}) bezeic	95] {# BUmidAnena pUyate#} <ls>MBH. 13,3121.</ls> Urspr. wohl: {%ein Stück Land, das sich mit einer zu Rie
Weg.	4		4	0	4	 {#A/SvIna#}¦ (von {#aSva#}) <lex>adj.</lex> (der Weg.) {%den ein Pferd in einem Tage zurücklegt%} <ls>P	Himmel und Erde geht; der zu den Göttern führende Weg.%} <ls>ṚV. 1,183,6.</ls> <ls n="ṚV.">4,37,1.</ls> 	2>rantu {#rantu#}¦ <lex>f.</lex> <div n="1"> 1) {%Weg.%} <div n="1">— 2) {%Fluss%} <ls>MED. t. 50</ls> (
adverb. comp.	13		4	0	4	ihm regierten Worte zu einem <lex>adj.</lex> oder adverb. comp.: {#atyaNgula#} {%über eine Daumenbreite sich erst	dem regierten Worte zu einem <lex>adj.</lex> oder adverb. comp., s. {#aDaHkfzRAjinam, aDaspada, aDojAnu#} . <div 	184.</ls> <ls n="YĀJÑ.">3,269.</ls> Am Ende eines adverb. comp. {#anasa/#} <is>gaṇa</is> {#SaradAdi#}, auch ander
bez.	4		4	0	4	</ls> <ls>H. an. 3,325.</ls> <ls>MED. d. 19.</ls> bez. {%Anschwellungen%} der verschiedensten Art, meist	M kiM nu#} <ls>HIḌ. 1,5.</ls> auf den Sprechenden bez.: {%von mir%}: {#tadbrUta vatsAH kimitaH prArTayaD	="MBH.">7,6904.</ls> <ls>R. 5,20,10.</ls> Insbes. bez. {#druma#} nach <ls>H. an.</ls> und <ls>MED.</ls> 
cit.	4		4	0	4	Asiat. Res. XVII,223, N.</ls> {#kulArRavatantra#} cit. u. {#kOla#} . <LEND>  <L>18131<pc>2-0357<k1>kulAl	nes Abschnittes ({#KaRqa#}) in einem best. Werke, cit. im <ls>ŚKDR.</ls> (s. u. {#kalpa#} 2,d.). <LEND> 	pApmAnaH pradUyante#} <ls>CHĀND. UP. 5,24,3</ls> (cit. bei <ls>KULL.</ls> zu <ls>M. 6,74</ls>); vgl. {#a
compos.	7		4	0	4	<k1>karuRa<k2>karuRa {#karuRa#}¦ am Anfange eines compos. vor einem partic. praet. pass. <is>gaṇa</is> {#su	ṇa</is> {#BImAdi#} zu <ls>P. 3,4,74.</ls> kann im compos. vorangehen oder folgen <is>gaṇa</is> {#kaqArAdi#}	s>R. 5,94,6.</ls> Accent eines darauf ausgehenden compos. <ls>P. 6,2,4.</ls> {#Sa/mbagADamudakam#} <ls>Sch.
cop.	4		4	0	4	>DanaBakza<k2>DanaBakza {#DanaBakza#}¦ besser als cop. Zusammensetzung zu fassen. <LEND>  <L>76438<pc>5-	R. GORR. 2,">12,9.</ls> {#vyajanErbArhacAmarEH#} (cop. adj.) <ls>BHĀG. P. 8,10,13.</ls> {#˚cAmara#} <ls 	H. 18,29.</ls> {#saMvatsarasaMKya#} <lex>n.</lex> cop. comp. <ls>P. 7,3,15.</ls> {#grAma˚#} {%Anzahl%} <
indecll.	8		4	0	4	s> {#svarAdi#} werden {#amnas#} und {#amnar#} als indecll. aufgeführt. <LEND>  <L>5277<pc>1-0383<k1>amb<k2>a	s> {#svarAdi#} erscheinen {#amBas#} und {#amBar#} indecll. als v.l. von {#amnar#} . <div n="v">— Vgl. 1. {#a	 zu <ls>P. 4,1,41.</ls> {#kevAlA#} und {#kevAsI#} indecll. in Verbindung mit {#kar, BU#} und {#as#} <is>gaṇa
indefin.	8		4	0	4	BDAR.</ls> im <ls>ŚKDR.</ls> — Das pron. und adv. indefin. {#kiMcana#} s. u. 1. {#ka#} und u. {#kim#} . <LEN	ex>adj.</lex> compp. erscheint, ist {#kutas#} als indefin. aufzufassen. {#akutoBaya#} {%von keiner Seite her	Verbindung mit {#api, cid#} und {#cana#} als adv. indefin. <div n="2"> a) mit {#apiH kuto 'pi kAraRAt#} {%au
jur.	4		4	0	4	thüllung des Sonnengottes%}, Titel eines med. und jur. Werkes <ls>Verz. d. B. H. No. 943. 1403.</ls> <di	s> Vgl. {#arRa#} 2,d. <div n="2">— d) Titel eines jur. Werkes: {#aparArkArRavapArijAtAn#} <ls>Verz. d. B	d. B. H.">No. 1168.</ls> {#˚prakASa#} Titel eines jur. (?) Werkes ebend. <ls n="Verz. d. B. H.">No. 1403
negat.	6		4	0	4	f. {%irgendwer, Jemand, irgendwelcher%}; meist in negat. Sätzen: {#mA kasya^ ya\kzaM sada\midDu\ro gA^H#} 	/ls> Sehr häufig in einem Satze mit einer zweiten negat. Partikel, wodurch die Negation nicht etwa aufgeho	> <ls>R. 1,12,32.</ls> <ls n="R.">6,12,9.</ls> In negat. Sätzen: {#praviSantaM na mAM kaScidapaSyan#} {%Ni
particc.	8		4	0	4	rAjani#} <ls n="M.">11,11.</ls> Mit verschiedenen particc.: {#askannaM havirasat#} <ls>ŚAT. BR. 1,1,4,3.</ls	varyASiHzu#}). in der alten Sprache davon nur die particc. {#nA/DamAna#} {%Hülfe suchend, flehend, supplex%}	1>hu<k2>hu<h>2 2. {#hu#}¦ = 1. {#hU, hvA#} in den particc. {#aBihuta#} {%angerufen%} <ls>KĀTY. ŚR. 9,13,29.<
periphr.	8		4	0	4	s> {#ekA^ ca me\ daSa^ ca me apa\vaktAra^#} (fut. periphr.) {#ozaDe#} <ls>AV. 5,15,1.</ls> <div n="v">— Vgl.	et%} <ls>HIT. 15,12.</ls> Hierher gehört auch das periphr. perf., das durch die Verbindung eines adverb. auf	/ls> : {#banDasamApane varjane 'tikrame)#} . kein periphr. perf. <ls>P. 3,1,36</ls>, <is>Vārtt</is>. Nach <l
poss.	5		4	0	4	 (von {#Atman#}) <lex>adj.</lex> {%eigen%} (pron. poss. reflex. für alle Personen wie das slawische <lang	gehörig, eigen%}, vertritt die Stelle eines pron. poss. refl. aller Personen, <ls>AK. 3,4,189.</ls> <ls>H	ṚV. 1,">165,12.</ls> <ls n="ṚV.">7,23,6.</ls> praeposs. <ls n="ṚV.">1,150,3.</ls> <ls n="ṚV.">3,5,2.</ls>
pron. subst.	12		4	0	4	 <ls>HIT. I,17.</ls> <div n="1">— 5) vertritt das pron. subst. der 3ten Person <ls>M. 1,58.</ls> <ls n="M.">8,41	s dem instr. {#ena#} (s. u. {#idam#}) entwickelt. pron. subst. der 3ten Person {%er, sie, es%}: {#hanA^mEnA\~ it	eln und verdreifachen könnten, ist {#ena#} reines pron. subst.; sehen wir nun hier und da {#ena#} auch <lex>adj.
proparoxyt.	11		4	0	4	 in der zweiten <lex>adj.</lex> Bed. oxyt., sonst proparoxyt. <div n="1"> 1) <lex>adj.</lex> <lex>f.</lex> {#A#	/#} (von {#gaB, gamB = jamB#}) <ls>Uṇ. 4,35</ls> (proparoxyt.?). Die erste ist die ältere, im <ls>ṚV.</ls> rege	a/van {#maGa/van#}¦ und {#˚vant#} (von {#maGa)#}, proparoxyt. in der späteren Sprache <ls>UṆĀDIS. 1,158.</ls> o
rhet.	5		4	0	4	3,">5555.</ls> <div n="1">— 2) <lex>n.</lex> eine rhet. Figur: {%hochmüthige%} ({#ahaMkAra#}) {%Aeusserun	,6.</ls> <div n="1">— 3) <lex>m.</lex> eine best. rhet. Figur, {%ein bildlicher Ausdruck, bei welchem die	). <div n="1">— 2) <lex>f.</lex> {#A#} eine best. rhet. Figur: {%das Vorführen von Wirkungen, deren wahre
spec.	5		4	0	4	"1">— 2) <lex>n.</lex> {%der Dienst beim Opfer%}; spec. {%die Function des%} <is>Adhvaryu</is> <is>gaṇa</	ie Blüthe ist {#rAjIva)#}, {%eine Gruppe von Nel. spec.%} <is>gaṇa</is> {#puzkarAdi#} zu <ls>P. 5,2,135.<	tspiels von <is>Rājaśekhara</is> <ls>WILSON, Sel. spec. of the Theatre of the Hindus II,354. fgg.</ls> <l
Anmm.	5		3	0	3	ex>m.</lex> {%Bettler%} <ls>H. 388</ls> (vgl. die Anmm.). {#tyAge vA pOruze vApi tasyOcityonnatAtmanaH . 	akzAM#} v. l. <ls>MṚCCH. 55,23. 58,18</ls> (s. d. Anmm.). am Ende eines comp. {%bewachend, beschützend, h	 <ls>ŚĀK. XII. fg.</ls> <ls>BOLLENSEN</ls> in den Anmm. zu <ls>VIKR. 369,24. fg.</ls> <div n="1">— 7) {%e
Appell.	7		3	0	3	s>CHĀND. UP. 4,4,5.</ls> Vor einem Nomen pr. oder Appell. ({#saMjYA#}) im Vorwurf, mit dem Accent auf der l	a<k2>kavirAja {#kavirAja#}¦ {%Dichterfürst%}, als Appell. <ls>WILSON, Sel. Works 1,157. 159.</ls> als N. pr	A^sTA\ varu^REH saMvidA\naH#} <ls>AV. 3,4,6.</ls> Appell. so v. a. {%Abwehrer%} nach <ls>SĀY.</ls> in <ls>Ṛ
